layer,d_new,percentile,ce_raw,ce_base,ce_full,dce_base,dce_full,base_mean_cos,base_mean_l2,base_orig_mean,base_orig_std,base_rec_mean,base_rec_std,full_mean_cos,full_mean_l2,full_orig_mean,full_orig_std,full_rec_mean,full_rec_std,n_tokens_base,n_tokens_full
0,128,0.5,2.2988252569750367,14.045521292217327,2.3958333333333335,11.746696035242291,0.09700807635829678,0.3641975923597226,20.025593635569813,-0.009067535400390625,1.1884114583333334,-0.41962183515230816,19.800172074635825,0.868249669859681,0.3779956036982154,-0.009067535400390625,1.1884114583333334,-0.007921645217963184,1.132793374856313,1422,1422
1,128,0.5,2.2988252569750367,18.541116005873715,2.3495778267254037,16.24229074889868,0.050752569750367016,0.802427808276041,34.51345327299523,0.0205322265625,1.1358072916666666,0.5533521761496861,33.09824797312419,0.9039006729501544,0.48003079887851546,0.0205322265625,1.1358072916666666,0.022545175611351928,1.3149148543675742,1422,1422
2,128,0.5,2.2988252569750367,18.704845814977972,2.351413362701909,16.406020558002936,0.052588105726872225,0.5318395568348687,29.544274760700983,0.004977782567342122,0.7938151041666667,-0.08979629824558893,22.33734785715739,0.8026371786866007,0.5115652704708351,0.004977782567342122,0.7938151041666667,0.0036997295910017177,0.6495680272579193,1422,1422
3,128,0.5,2.2988252569750367,12.428781204111601,2.347834067547724,10.129955947136565,0.049008810572687356,0.49773878320192316,33.59610382380532,0.0068837165832519535,0.9287109375,-0.5018372188011805,26.42426560719808,0.7901793800493501,0.5368085859864741,0.0068837165832519535,0.9287109375,0.005752807494233517,0.8113416790962219,1422,1422
4,128,0.5,2.2988252569750367,17.023494860499266,2.383259911894273,14.72466960352423,0.08443465491923652,0.5924607107910929,30.54144493135219,-0.0032151381174723307,1.05390625,-0.6732916762431462,29.564724413553872,0.7856875424981956,0.5968372271869086,-0.0032151381174723307,1.05390625,-0.0045149261568440124,0.9812675257523854,1422,1422
5,128,0.5,2.2988252569750367,23.84948604992658,2.344897209985316,21.550660792951543,0.04607195301027911,0.6260742470517272,33.19540662805743,0.017314656575520834,1.0444661458333333,0.35228260109821957,31.868304379781087,0.770948904308421,0.5908634079156546,0.017314656575520834,1.0444661458333333,0.018447599234059454,0.9618872334559758,1422,1422
6,128,0.5,2.2988252569750367,14.970631424375918,2.33746328928047,12.67180616740088,0.03863803230543317,0.33383925286358757,25.876102495797074,0.013619232177734374,1.116015625,-0.03772863055006989,24.764266681671142,0.7204043821611149,0.6175248173554068,0.013619232177734374,1.116015625,0.014059474901296198,0.9688669711351394,1422,1422
7,128,0.5,2.2988252569750367,14.613803230543319,2.3819750367107195,12.314977973568283,0.08314977973568283,0.6136235198223473,26.19192661548298,0.02166468302408854,1.3217447916666667,0.28837545961141586,29.61047455469767,0.7391960044115069,0.6176183320969637,0.02166468302408854,1.3217447916666667,0.02223062782237927,1.2571662803490957,1422,1422
8,128,0.5,2.2988252569750367,11.361233480176212,2.3488436123348015,9.062408223201174,0.05001835535976484,0.40178023041887456,21.649739476028206,0.015973695119222007,1.221484375,-0.14419408378501733,24.559561602274577,0.7452514624293847,0.5943227753189881,0.015973695119222007,1.221484375,0.014806613543381293,1.0751309951146444,1422,1422
9,128,0.5,2.2988252569750367,19.133627019089573,2.3218612334801763,16.834801762114537,0.023035976505139555,0.25344428667371616,14.936496042501071,0.019554583231608073,1.6911458333333333,-0.4555601055423419,16.93231480916341,0.6672079328410904,0.6431194756772113,0.019554583231608073,1.6911458333333333,0.019390940495456258,1.5718840519587198,1422,1422
10,128,0.5,2.2988252569750367,17.53303964757709,2.317547723935389,15.234214390602055,0.018722466960352513,0.23718069659339058,13.923279495346563,0.006299448013305664,1.4149739583333334,0.17605328584710758,15.858901341756185,0.6162103030584365,0.6918511152602784,0.006299448013305664,1.4149739583333334,0.006193299112662014,1.2022717406352361,1422,1422
11,128,0.5,2.2988252569750367,15.527900146842878,2.3255323054331867,13.229074889867842,0.026707048458149973,0.47015724001051507,23.439607107857277,0.014055887858072916,1.66484375,0.3349591434001923,28.574008560180665,0.7281468256616391,0.6006732080891498,0.014055887858072916,1.66484375,0.012979493870322283,1.5476145625114441,1422,1422
12,128,0.5,2.2988252569750367,17.0359765051395,2.3237885462555066,14.737151248164466,0.02496328928046987,0.2565020896211455,16.467826349658136,0.0025921980539957683,1.2819010416666667,0.18723311200737952,21.194452985127768,0.6490806336141337,0.6532301406484784,0.0025921980539957683,1.2819010416666667,0.0035964771236952704,1.0683161606391272,1422,1422
