layer,d_new,percentile,ce_raw,ce_base,ce_full,dce_base,dce_full,base_mean_cos,base_mean_l2,base_orig_mean,base_orig_std,base_rec_mean,base_rec_std,full_mean_cos,full_mean_l2,full_orig_mean,full_orig_std,full_rec_mean,full_rec_std,n_tokens_base,n_tokens_full
0,32,0.5,2.2988252569750367,14.045521292217327,2.424559471365639,11.746696035242291,0.12573421439060217,0.3641975923597226,20.025593635569813,-0.009067535400390625,1.1884114583333334,-0.41962183515230816,19.800172074635825,0.783781995250203,0.5386397808412963,-0.009067535400390625,1.1884114583333334,-0.008011978869520438,1.0967191020647684,1422,1422
1,32,0.5,2.2988252569750367,18.541116005873715,2.347099853157122,16.24229074889868,0.04827459618208518,0.802427808276041,34.51345327299523,0.0205322265625,1.1358072916666666,0.5533521761496861,33.09824797312419,0.8903871145932484,0.42166280947657075,0.0205322265625,1.1358072916666666,0.022599037208904823,1.1203089147806167,1422,1422
2,32,0.5,2.2988252569750367,18.704845814977972,2.359306167400881,16.406020558002936,0.06048091042584414,0.5318395568348687,29.544274760700983,0.004977782567342122,0.7938151041666667,-0.08979629824558893,22.33734785715739,0.7294109219740211,0.6295770304447823,0.004977782567342122,0.7938151041666667,0.003264373400209782,0.6019586592912674,1422,1422
3,32,0.5,2.2988252569750367,12.428781204111601,2.3597650513950073,10.129955947136565,0.06093979441997055,0.49773878320192316,33.59610382380532,0.0068837165832519535,0.9287109375,-0.5018372188011805,26.42426560719808,0.7252025235386673,0.6437204776098624,0.0068837165832519535,0.9287109375,0.006477113382425159,0.7876739641030629,1422,1422
4,32,0.5,2.2988252569750367,17.023494860499266,2.3872980910425845,14.72466960352423,0.0884728340675478,0.5924607107910929,30.54144493135219,-0.0032151381174723307,1.05390625,-0.6732916762431462,29.564724413553872,0.7370885380880406,0.6363145812151301,-0.0032151381174723307,1.05390625,-0.0037667764345921265,0.8685536503791809,1422,1422
5,32,0.5,2.2988252569750367,23.84948604992658,2.3337004405286343,21.550660792951543,0.034875183553597644,0.6260742470517272,33.19540662805743,0.017314656575520834,1.0444661458333333,0.35228260109821957,31.868304379781087,0.7428475660278492,0.6300026039198648,0.017314656575520834,1.0444661458333333,0.016841639143725235,0.8835606396198272,1422,1422
6,32,0.5,2.2988252569750367,14.970631424375918,2.3433370044052864,12.67180616740088,0.04451174743024966,0.33383925286358757,25.876102495797074,0.013619232177734374,1.116015625,-0.03772863055006989,24.764266681671142,0.6278545571446587,0.7372899236558359,0.013619232177734374,1.116015625,0.014424620607557396,0.9342330475648244,1422,1422
7,32,0.5,2.2988252569750367,14.613803230543319,2.387756975036711,12.314977973568283,0.08893171806167421,0.6136235198223473,26.19192661548298,0.02166468302408854,1.3217447916666667,0.28837545961141586,29.61047455469767,0.6933411810803849,0.6820182189995059,0.02166468302408854,1.3217447916666667,0.022108805427948634,1.199609272678693,1422,1422
8,32,0.5,2.2988252569750367,11.361233480176212,2.3560939794419973,9.062408223201174,0.057268722466960575,0.40178023041887456,21.649739476028206,0.015973695119222007,1.221484375,-0.14419408378501733,24.559561602274577,0.6907949695774942,0.6769608867822318,0.015973695119222007,1.221484375,0.014537153098111351,1.0304162661234537,1422,1422
9,32,0.5,2.2988252569750367,19.133627019089573,2.3182819383259914,16.834801762114537,0.019456681350954685,0.25344428667371616,14.936496042501071,0.019554583231608073,1.6911458333333333,-0.4555601055423419,16.93231480916341,0.5841690370637489,0.7534839640857466,0.019554583231608073,1.6911458333333333,0.01999691443052143,1.5611368556817373,1422,1422
