layer,d_new,percentile,ce_raw,ce_base,ce_full,dce_base,dce_full,base_mean_cos,base_mean_l2,base_orig_mean,base_orig_std,base_rec_mean,base_rec_std,full_mean_cos,full_mean_l2,full_orig_mean,full_orig_std,full_rec_mean,full_rec_std,n_tokens_base,n_tokens_full
0,64,0.5,2.2988252569750367,14.045521292217327,2.420245961820852,11.746696035242291,0.12142070484581513,0.3641975923597226,20.025593635569813,-0.009067535400390625,1.1884114583333334,-0.41962183515230816,19.800172074635825,0.8319544409900778,0.44963879726104095,-0.009067535400390625,1.1884114583333334,-0.008129936976668735,1.1183302481969197,1422,1422
1,64,0.5,2.2988252569750367,18.541116005873715,2.348201174743025,16.24229074889868,0.04937591776798822,0.802427808276041,34.51345327299523,0.0205322265625,1.1358072916666666,0.5533521761496861,33.09824797312419,0.9051516864202529,0.39382748094121445,0.0205322265625,1.1358072916666666,0.022395786130800843,1.1329299847284953,1422,1422
2,64,0.5,2.2988252569750367,18.704845814977972,2.3565528634361232,16.406020558002936,0.057727606461086545,0.5318395568348687,29.544274760700983,0.004977782567342122,0.7938151041666667,-0.08979629824558893,22.33734785715739,0.7691315840065228,0.5692878658090798,0.004977782567342122,0.7938151041666667,0.0039376066240947695,0.6238751590251923,1422,1422
3,64,0.5,2.2988252569750367,12.428781204111601,2.357929515418502,10.129955947136565,0.05910425844346534,0.49773878320192316,33.59610382380532,0.0068837165832519535,0.9287109375,-0.5018372188011805,26.42426560719808,0.7557230609378734,0.5915214244155776,0.0068837165832519535,0.9287109375,0.006279988947790116,0.7908243417739869,1422,1422
4,64,0.5,2.2988252569750367,17.023494860499266,2.3865638766519823,14.72466960352423,0.08773861967694563,0.5924607107910929,30.54144493135219,-0.0032151381174723307,1.05390625,-0.6732916762431462,29.564724413553872,0.7676995662361928,0.5864517048273744,-0.0032151381174723307,1.05390625,-0.0031907761246354007,0.8815337131420772,1422,1422
5,64,0.5,2.2988252569750367,23.84948604992658,2.3314977973568283,21.550660792951543,0.03267254038179157,0.6260742470517272,33.19540662805743,0.017314656575520834,1.0444661458333333,0.35228260109821957,31.868304379781087,0.7681161280925767,0.5847249788909354,0.017314656575520834,1.0444661458333333,0.017114145200078687,0.8946874658266704,1422,1422
6,64,0.5,2.2988252569750367,14.970631424375918,2.3405837004405288,12.67180616740088,0.04175844346549207,0.33383925286358757,25.876102495797074,0.013619232177734374,1.116015625,-0.03772863055006989,24.764266681671142,0.6769281389341073,0.6758562100084522,0.013619232177734374,1.116015625,0.014209227566607297,0.9477695653835932,1422,1422
7,64,0.5,2.2988252569750367,14.613803230543319,2.375734214390602,12.314977973568283,0.07690895741556547,0.6136235198223473,26.19192661548298,0.02166468302408854,1.3217447916666667,0.28837545961141586,29.61047455469767,0.7242449647766628,0.6327594181656334,0.02166468302408854,1.3217447916666667,0.021954291081056,1.2016121685504912,1422,1422
8,64,0.5,2.2988252569750367,11.361233480176212,2.34829295154185,9.062408223201174,0.049467694566813325,0.40178023041887456,21.649739476028206,0.015973695119222007,1.221484375,-0.14419408378501733,24.559561602274577,0.7234539985656738,0.6290352404872074,0.015973695119222007,1.221484375,0.01505929926255097,1.0507307728131612,1422,1422
9,64,0.5,2.2988252569750367,19.133627019089573,2.3223201174743027,16.834801762114537,0.023494860499265968,0.25344428667371616,14.936496042501071,0.019554583231608073,1.6911458333333333,-0.4555601055423419,16.93231480916341,0.6244449689250791,0.7027683419014331,0.019554583231608073,1.6911458333333333,0.020108890323899686,1.5666630427042643,1422,1422
10,64,0.5,2.2988252569750367,17.53303964757709,2.3163546255506606,15.234214390602055,0.017529368575623927,0.23718069659339058,13.923279495346563,0.006299448013305664,1.4149739583333334,0.17605328584710758,15.858901341756185,0.5616887571439462,0.755168061048505,0.006299448013305664,1.4149739583333334,0.006416974375072945,1.1896175026893616,1422,1422
11,64,0.5,2.2988252569750367,15.527900146842878,2.3186490455212923,13.229074889867842,0.01982378854625555,0.47015724001051507,23.439607107857277,0.014055887858072916,1.66484375,0.3349591434001923,28.574008560180665,0.7148817993920563,0.6216854542787232,0.014055887858072916,1.66484375,0.013739352922372442,1.5070102373758951,1422,1422
12,64,0.5,2.2988252569750367,17.0359765051395,2.325715859030837,14.737151248164466,0.026890602055800183,0.2565020896211455,16.467826349658136,0.0025921980539957683,1.2819010416666667,0.18723311200737952,21.194452985127768,0.6040166658355884,0.7114782705588683,0.0025921980539957683,1.2819010416666667,0.0033665500024653737,1.048127360145251,1422,1422
13,64,0.5,2.2988252569750367,14.635829662261381,2.339665932452276,12.337004405286343,0.04084067547723924,0.2970953197251225,20.631989652094457,-0.01226820945739746,1.709765625,-0.4697237948576609,35.605700906117754,0.5282298613198196,0.9092694328136417,-0.01226820945739746,1.709765625,-0.011920600955636473,1.6902460654576619,1422,1422
14,64,0.5,2.2988252569750367,13.334067547723935,2.3359030837004404,11.035242290748897,0.03707782672540372,0.33368430157753987,17.9387864275153,-0.010183096428712209,1.7686197916666666,-0.4513360957304637,27.707347361246743,0.6485481493583711,0.683408312992037,-0.010183096428712209,1.7686197916666666,-0.010321048203816947,1.4899722039699554,1422,1422
15,64,0.5,2.2988252569750367,13.248164464023494,2.35893906020558,10.949339207048457,0.06011380323054327,0.29421929786644574,17.192055564054122,0.016355037689208984,2.13359375,0.2715277055899302,31.59547996520996,0.6052977753758598,0.7268772976978586,0.016355037689208984,2.13359375,0.014038362064942097,1.8788423856099448,1422,1422
16,64,0.5,2.2988252569750367,11.379221732745961,2.3808737151248165,9.080396475770925,0.08204845814977979,0.3476697085778924,21.731227676241375,0.01305548350016276,2.212890625,0.21058429206411045,47.4545207341512,0.609424016646695,0.7822023440681597,0.01305548350016276,2.212890625,0.017196494354478394,2.088785046339035,1422,1422
17,64,0.5,2.2988252569750367,10.463289280469898,2.4113436123348015,8.164464023494862,0.11251835535976484,0.33038855755882424,20.06063546611287,-0.006059503555297852,2.31875,-0.3614221726854642,47.10160757700602,0.5960893097809096,0.7987482504167301,-0.006059503555297852,2.31875,-0.0031933897524140777,2.2154626905918122,1422,1422
18,64,0.5,2.2988252569750367,21.526431718061673,2.437408223201175,19.227606461086637,0.1385829662261382,0.42676862315621894,25.53057138091569,-0.03404159545898437,2.3411458333333335,-0.5087157736221949,60.25422999064128,0.6294949366573543,0.7762910639015767,-0.03404159545898437,2.3411458333333335,-0.0301493426784873,2.221489711602529,1422,1422
